"Row16317","feliz[LOCATION(NE)]",""
"Row16340","recife[LOCATION(NE)]",""
"Row16354","Guarulhos[LOCATION(NE)]",""
"Row16392","Serra[LOCATION(NE)]",""
"Row16416","Boa Viagem[LOCATION(NE)]",""
"Row16509","Feliz[LOCATION(NE)]",""
"Row16528","Feliz[LOCATION(NE)]",""
"Row16602","Belo Horizonte[LOCATION(NE)]",""
"Row16625","Feliz[LOCATION(NE)]",""
"Row16689","Curitiba[LOCATION(NE)]",""
"Row16841","Fortaleza[LOCATION(NE)]",""
"Row16879","Lagoa[LOCATION(NE)]",""
"Row16897","Belo Horizonte[LOCATION(NE)]",""
"Row17020","Humaita[LOCATION(NE)]",""
"Row17092","Miranda[LOCATION(NE)]",""
"Row17098","Santana[LOCATION(NE)]",""
"Row17139","Fortaleza[LOCATION(NE)]",""
"Row17144","Castro[LOCATION(NE)]",""
"Row17175","ALVORADA[LOCATION(NE)]",""
"Row17180","Alvorada[LOCATION(NE)]",""
"Row17192","Curitiba[LOCATION(NE)]",""
"Row17214","alegria[LOCATION(NE)]",""
"Row17218","feliz[LOCATION(NE)]",""
"Row17258","Santos[LOCATION(NE)]",""
"Row17259","Dumont[LOCATION(NE)]",""
"Row17269","Lagoa[LOCATION(NE)]",""
"Row17281","Recife[LOCATION(NE)]",""
"Row17283","Guararapes[LOCATION(NE)]",""
"Row17316","Boa Viagem[LOCATION(NE)]",""
"Row17371","Agua Clara[LOCATION(NE)]",""
"Row17409","Rio Grande[LOCATION(NE)]",""
"Row17424","Grossos[LOCATION(NE)]",""
"Row17473","MESSIAS[LOCATION(NE)]",""
"Row17519","saude[LOCATION(NE)]",""
"Row17593","paraiso[LOCATION(NE)]",""
"Row17626","Anchieta[LOCATION(NE)]",""
"Row17718","Feliz[LOCATION(NE)]",""
"Row17845","Monte Alegre[LOCATION(NE)]",""
"Row17847","Rio Grande[LOCATION(NE)]",""
"Row17878","Congonhas[LOCATION(NE)]",""
"Row17916","Santa Teresa[LOCATION(NE)]",""
"Row17949","Bom Jardim[LOCATION(NE)]",""
"Row17961","Santo Andre[LOCATION(NE)]",""
"Row17991","feliz[LOCATION(NE)]",""
"Row18045","Barra[LOCATION(NE)]",""
"Row18080","BOA VIAGEM[LOCATION(NE)]",""
"Row18082","FELIZ[LOCATION(NE)]",""
"Row18089","Palmas[LOCATION(NE)]",""
"Row18204","Recife[LOCATION(NE)]",""
"Row18245","Cruz[LOCATION(NE)]",""
